"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
11,"1","2025-01-24T08:27:10.689796Z",530,"[{""start"":0,""end"":5,""text"":""Bihar"",""labels"":[""\""PROPN\""""]},{""start"":6,""end"":14,""text"":""Politics"",""labels"":[""\""PROPN\""""]},{""start"":16,""end"":22,""text"":""Nitish"",""labels"":[""\""PROPN\""""]},{""start"":25,""end"":29,""text"":""LaLu"",""labels"":[""\""PROPN\""""]},{""start"":14,""end"":15,""text"":"":"",""labels"":[""\""X\""""]},{""start"":23,""end"":24,""text"":""-"",""labels"":[""\""X\""""]},{""start"":44,""end"":45,""text"":"";"",""labels"":[""\""X\""""]},{""start"":65,""end"":66,""text"":""-"",""labels"":[""\""X\""""]},{""start"":95,""end"":96,""text"":""."",""labels"":[""\""X\""""]},{""start"":96,""end"":97,""text"":""."",""labels"":[""\""X\""""]},{""start"":97,""end"":98,""text"":""."",""labels"":[""\""X\""""]},{""start"":98,""end"":99,""text"":""."",""labels"":[""\""X\""""]},{""start"":30,""end"":32,""text"":""का"",""labels"":[""\""ADP\""""]},{""start"":33,""end"":39,""text"":""गठबंधन"",""labels"":[""\""NOUN\""""]},{""start"":40,""end"":44,""text"":""टूटा"",""labels"":[""\""VERB\""""]},{""start"":46,""end"":54,""text"":""Tejashwi"",""labels"":[""\""PROPN\""""]},{""start"":55,""end"":60,""text"":""Yadav"",""labels"":[""\""PROPN\""""]},{""start"":61,""end"":65,""text"":""बोले"",""labels"":[""\""VERB\""""]},{""start"":67,""end"":72,""text"":""बिहार"",""labels"":[""\""PROPN\""""]},{""start"":73,""end"":76,""text"":""में"",""labels"":[""\""ADP\""""]},{""start"":77,""end"":80,""text"":""अभी"",""labels"":[""\""PRON\""""]},{""start"":81,""end"":85,""text"":""खेला"",""labels"":[""\""VERB\""""]},{""start"":86,""end"":90,""text"":""होना"",""labels"":[""\""VERB\""""]},{""start"":91,""end"":95,""text"":""बाकी"",""labels"":[""\""ADJ\""""]}]",355.858,"Bihar Politics: Nitish - LaLu का गठबंधन टूटा; Tejashwi Yadav बोले- बिहार में अभी खेला होना बाकी....","2025-01-24T08:32:05.701561Z"
12,"1","2025-01-24T08:35:32.734731Z",531,"[{""start"":0,""end"":7,""text"":""Weather"",""labels"":[""\""NOUN\""""]},{""start"":8,""end"":14,""text"":""Update"",""labels"":[""\""NOUN\""""]},{""start"":14,""end"":15,""text"":"":"",""labels"":[""\""X\""""]},{""start"":46,""end"":47,""text"":"";"",""labels"":[""\""X\""""]},{""start"":54,""end"":55,""text"":""-"",""labels"":[""\""X\""""]},{""start"":16,""end"":21,""text"":""उत्तर"",""labels"":[""\""PROPN\""""]},{""start"":22,""end"":26,""text"":""भारत"",""labels"":[""\""PROPN\""""]},{""start"":27,""end"":30,""text"":""में"",""labels"":[""\""ADP\""""]},{""start"":31,""end"":37,""text"":""कड़ाके"",""labels"":[""\""NOUN\""""]},{""start"":38,""end"":40,""text"":""की"",""labels"":[""\""ADP\""""]},{""start"":41,""end"":46,""text"":""सर्दी"",""labels"":[""\""ADJ\""""]},{""start"":48,""end"":54,""text"":""हिमाचल"",""labels"":[""\""PROPN\""""]},{""start"":55,""end"":64,""text"":""उत्तराखंड"",""labels"":[""\""PROPN\""""]},{""start"":65,""end"":68,""text"":""में"",""labels"":[""\""ADP\""""]},{""start"":78,""end"":80,""text"":""की"",""labels"":[""\""ADP\""""]},{""start"":69,""end"":77,""text"":""बर्फबारी"",""labels"":[""\""NOUN\""""]},{""start"":81,""end"":88,""text"":""चेतावनी"",""labels"":[""\""NOUN\""""]}]",193.365,"Weather Update: उत्तर भारत में कड़ाके की सर्दी; हिमाचल-उत्तराखंड में बर्फबारी की चेतावनी","2025-01-24T08:35:32.734749Z"
13,"1","2025-01-24T08:38:25.867204Z",532,"[{""start"":0,""end"":5,""text"":""Bihar"",""labels"":[""\""NOUN\""""]},{""start"":0,""end"":5,""text"":""Bihar"",""labels"":[""\""PROPN\""""]},{""start"":6,""end"":14,""text"":""Politics"",""labels"":[""\""PROPN\""""]},{""start"":16,""end"":22,""text"":""Nitish"",""labels"":[""\""PROPN\""""]},{""start"":23,""end"":28,""text"":""Kumar"",""labels"":[""\""PROPN\""""]},{""start"":47,""end"":50,""text"":""BJP"",""labels"":[""\""PROPN\""""]},{""start"":62,""end"":67,""text"":""नीतीश"",""labels"":[""\""PROPN\""""]},{""start"":14,""end"":15,""text"":"":"",""labels"":[""\""X\""""]},{""start"":60,""end"":61,""text"":"":"",""labels"":[""\""X\""""]},{""start"":29,""end"":31,""text"":""के"",""labels"":[""\""ADP\""""]},{""start"":32,""end"":34,""text"":""लि"",""labels"":[""\""ADP\""""]},{""start"":32,""end"":35,""text"":""लिए"",""labels"":[""\""ADP\""""]},{""start"":36,""end"":41,""text"":""क्यों"",""labels"":[""\""PRON\""""]},{""start"":42,""end"":46,""text"":""खुले"",""labels"":[""\""VERB\""""]},{""start"":51,""end"":53,""text"":""के"",""labels"":[""\""ADP\""""]},{""start"":54,""end"":60,""text"":""दरवाजे"",""labels"":[""\""NOUN\""""]},{""start"":68,""end"":70,""text"":""को"",""labels"":[""\""ADP\""""]},{""start"":71,""end"":76,""text"":""साधते"",""labels"":[""\""VERB\""""]},{""start"":77,""end"":79,""text"":""ही"",""labels"":[""\""VERB\""""]},{""start"":80,""end"":84,""text"":""बिखर"",""labels"":[""\""VERB\""""]},{""start"":85,""end"":90,""text"":""जाएगा"",""labels"":[""\""VERB\""""]},{""start"":92,""end"":93,""text"":""."",""labels"":[""\""PROPN\""""]},{""start"":94,""end"":95,""text"":""."",""labels"":[""\""PROPN\""""]},{""start"":93,""end"":94,""text"":""N"",""labels"":[""\""PROPN\""""]},{""start"":92,""end"":93,""text"":""."",""labels"":[""\""PROPN\""""]},{""start"":91,""end"":92,""text"":""I"",""labels"":[""\""PROPN\""""]},{""start"":96,""end"":97,""text"":""."",""labels"":[""\""PROPN\""""]},{""start"":95,""end"":96,""text"":""D"",""labels"":[""\""PROPN\""""]},{""start"":98,""end"":99,""text"":""."",""labels"":[""\""PROPN\""""]},{""start"":99,""end"":100,""text"":""A"",""labels"":[""\""PROPN\""""]},{""start"":98,""end"":99,""text"":""."",""labels"":[""\""PROPN\""""]},{""start"":97,""end"":98,""text"":""I"",""labels"":[""\""PROPN\""""]}]",265.091,"Bihar Politics: Nitish Kumar के लिए क्यों खुले BJP के दरवाजे: नीतीश को साधते ही बिखर जाएगा I.N.D.I.A","2025-01-24T08:40:01.567011Z"
14,"1","2025-01-24T08:41:06.834272Z",533,"[{""start"":15,""end"":16,""text"":"":"",""labels"":[""\""X\""""]},{""start"":49,""end"":50,""text"":""?"",""labels"":[""\""X\""""]},{""start"":0,""end"":5,""text"":""Bihar"",""labels"":[""\""PROPN\""""]},{""start"":6,""end"":14,""text"":""Politics"",""labels"":[""\""PROPN\""""]},{""start"":17,""end"":23,""text"":""Nitish"",""labels"":[""\""PROPN\""""]},{""start"":24,""end"":29,""text"":""Kumar"",""labels"":[""\""PROPN\""""]},{""start"":51,""end"":59,""text"":""Tejashwi"",""labels"":[""\""PROPN\""""]},{""start"":60,""end"":65,""text"":""Yadav"",""labels"":[""\""PROPN\""""]},{""start"":30,""end"":32,""text"":""ने"",""labels"":[""\""ADP\""""]},{""start"":33,""end"":36,""text"":""फिर"",""labels"":[""\""ADV\""""]},{""start"":37,""end"":39,""text"":""से"",""labels"":[""\""PART\""""]},{""start"":40,""end"":44,""text"":""किया"",""labels"":[""\""VERB\""""]},{""start"":45,""end"":49,""text"":""खेला"",""labels"":[""\""VERB\""""]}]",58.619,"Bihar Politics : Nitish Kumar ने फिर से किया खेला? Tejashwi Yadav","2025-01-24T08:41:06.834289Z"
15,"1","2025-01-24T08:42:31.609711Z",534,"[{""start"":0,""end"":7,""text"":""Ayodhya"",""labels"":[""\""PROPN\""""]},{""start"":8,""end"":11,""text"":""Ram"",""labels"":[""\""PROPN\""""]},{""start"":12,""end"":18,""text"":""Mandir"",""labels"":[""\""PROPN\""""]},{""start"":18,""end"":19,""text"":"":"",""labels"":[""\""X\""""]},{""start"":54,""end"":55,""text"":"","",""labels"":[""\""X\""""]},{""start"":20,""end"":22,""text"":""PM"",""labels"":[""\""PROPN\""""]},{""start"":23,""end"":25,""text"":""की"",""labels"":[""\""ADP\""""]},{""start"":26,""end"":35,""text"":""मंत्रियों"",""labels"":[""\""NOUN\""""]},{""start"":36,""end"":38,""text"":""से"",""labels"":[""\""ADP\""""]},{""start"":39,""end"":43,""text"":""अपील"",""labels"":[""\""NOUN\""""]},{""start"":44,""end"":49,""text"":""फरवरी"",""labels"":[""\""NOUN\""""]},{""start"":43,""end"":44,""text"":""-"",""labels"":[""\""NOUN\""""]},{""start"":50,""end"":54,""text"":""नहीं"",""labels"":[""\""PART\""""]},{""start"":56,""end"":61,""text"":""मार्च"",""labels"":[""\""PROPN\""""]},{""start"":62,""end"":65,""text"":""में"",""labels"":[""\""ADP\""""]},{""start"":66,""end"":73,""text"":""अयोध्या"",""labels"":[""\""PROPN\""""]},{""start"":74,""end"":78,""text"":""जाएं"",""labels"":[""\""VERB\""""]}]",84.578,"Ayodhya Ram Mandir: PM की मंत्रियों से अपील-फरवरी नहीं, मार्च में अयोध्या जाएं","2025-01-24T08:42:31.609732Z"
16,"1","2025-01-24T08:43:28.990351Z",535,"[{""start"":0,""end"":7,""text"":""Ayodhya"",""labels"":[""\""PROPN\""""]},{""start"":8,""end"":11,""text"":""Ram"",""labels"":[""\""PROPN\""""]},{""start"":12,""end"":18,""text"":""Mandir"",""labels"":[""\""PROPN\""""]},{""start"":20,""end"":27,""text"":""अयोध्या"",""labels"":[""\""PROPN\""""]},{""start"":65,""end"":74,""text"":""आदित्यनाथ"",""labels"":[""\""PROPN\""""]},{""start"":60,""end"":64,""text"":""योगी"",""labels"":[""\""PROPN\""""]},{""start"":55,""end"":56,""text"":"","",""labels"":[""\""X\""""]},{""start"":18,""end"":19,""text"":"":"",""labels"":[""\""X\""""]},{""start"":28,""end"":31,""text"":""में"",""labels"":[""\""ADP\""""]},{""start"":32,""end"":37,""text"":""उमड़ा"",""labels"":[""\""VERB\""""]},{""start"":38,""end"":44,""text"":""भक्तों"",""labels"":[""\""NOUN\""""]},{""start"":45,""end"":47,""text"":""का"",""labels"":[""\""ADP\""""]},{""start"":48,""end"":55,""text"":""जनसैलाब"",""labels"":[""\""NOUN\""""]},{""start"":57,""end"":59,""text"":""CM"",""labels"":[""\""PROPN\""""]},{""start"":75,""end"":77,""text"":""ने"",""labels"":[""\""ADP\""""]},{""start"":78,""end"":83,""text"":""बनाया"",""labels"":[""\""VERB\""""]},{""start"":84,""end"":89,""text"":""प्लान"",""labels"":[""\""NOUN\""""]}]",57.164,"Ayodhya Ram Mandir: अयोध्या में उमड़ा भक्तों का जनसैलाब, CM योगी आदित्यनाथ ने बनाया प्लान","2025-01-24T08:43:28.990368Z"
17,"1","2025-01-24T08:44:20.340671Z",536,"[{""start"":0,""end"":5,""text"":""Bihar"",""labels"":[""\""PROPN\""""]},{""start"":6,""end"":12,""text"":""Former"",""labels"":[""\""ADJ\""""]},{""start"":13,""end"":15,""text"":""CM"",""labels"":[""\""PROPN\""""]},{""start"":16,""end"":23,""text"":""Karpuri"",""labels"":[""\""PROPN\""""]},{""start"":24,""end"":30,""text"":""Thakur"",""labels"":[""\""PROPN\""""]},{""start"":32,""end"":39,""text"":""कर्पूरी"",""labels"":[""\""PROPN\""""]},{""start"":40,""end"":45,""text"":""ठाकुर"",""labels"":[""\""PROPN\""""]},{""start"":30,""end"":31,""text"":"":"",""labels"":[""\""X\""""]},{""start"":46,""end"":48,""text"":""को"",""labels"":[""\""ADP\""""]},{""start"":49,""end"":53,""text"":""भारत"",""labels"":[""\""PROPN\""""]},{""start"":54,""end"":58,""text"":""रत्न"",""labels"":[""\""PROPN\""""]},{""start"":59,""end"":65,""text"":""मिलेगा"",""labels"":[""\""VERB\""""]}]",51.157,"Bihar Former CM Karpuri Thakur: कर्पूरी ठाकुर को भारत रत्न मिलेगा","2025-01-24T08:44:20.340689Z"
18,"1","2025-01-24T08:45:36.143109Z",537,"[{""start"":0,""end"":7,""text"":""Shivraj"",""labels"":[""\""PROPN\""""]},{""start"":8,""end"":13,""text"":""Singh"",""labels"":[""\""PROPN\""""]},{""start"":14,""end"":21,""text"":""Chouhan"",""labels"":[""\""PROPN\""""]},{""start"":22,""end"":31,""text"":""Interview"",""labels"":[""\""NOUN\""""]},{""start"":33,""end"":35,""text"":""CM"",""labels"":[""\""NOUN\""""]},{""start"":31,""end"":32,""text"":"":"",""labels"":[""\""X\""""]},{""start"":36,""end"":38,""text"":""पद"",""labels"":[""\""NOUN\""""]},{""start"":39,""end"":41,""text"":""से"",""labels"":[""\""ADP\""""]},{""start"":42,""end"":49,""text"":""इस्तीफे"",""labels"":[""\""NOUN\""""]},{""start"":50,""end"":52,""text"":""के"",""labels"":[""\""ADP\""""]},{""start"":53,""end"":56,""text"":""बाद"",""labels"":[""\""ADP\""""]},{""start"":57,""end"":63,""text"":""शिवराज"",""labels"":[""\""PROPN\""""]},{""start"":64,""end"":66,""text"":""का"",""labels"":[""\""ADP\""""]},{""start"":67,""end"":71,""text"":""पहला"",""labels"":[""\""ADJ\""""]},{""start"":72,""end"":80,""text"":""इंटरव्यू"",""labels"":[""\""NOUN\""""]}]",75.588,"Shivraj Singh Chouhan Interview: CM पद से इस्तीफे के बाद शिवराज का पहला इंटरव्यू","2025-01-24T08:45:36.143126Z"
19,"1","2025-01-24T08:46:28.890792Z",538,"[{""start"":0,""end"":6,""text"":""Bharat"",""labels"":[""\""PROPN\""""]},{""start"":7,""end"":11,""text"":""Jodo"",""labels"":[""\""PROPN\""""]},{""start"":12,""end"":16,""text"":""Nyay"",""labels"":[""\""PROPN\""""]},{""start"":24,""end"":29,""text"":""राहुल"",""labels"":[""\""PROPN\""""]},{""start"":22,""end"":23,""text"":"":"",""labels"":[""\""X\""""]},{""start"":17,""end"":22,""text"":""Yatra"",""labels"":[""\""PROPN\""""]},{""start"":30,""end"":32,""text"":""की"",""labels"":[""\""ADP\""""]},{""start"":33,""end"":38,""text"":""न्याय"",""labels"":[""\""NOUN\""""]},{""start"":39,""end"":45,""text"":""यात्रा"",""labels"":[""\""NOUN\""""]},{""start"":46,""end"":48,""text"":""को"",""labels"":[""\""ADP\""""]},{""start"":49,""end"":52,""text"":""असम"",""labels"":[""\""PROPN\""""]},{""start"":53,""end"":59,""text"":""police"",""labels"":[""\""PROPN\""""]},{""start"":60,""end"":62,""text"":""ने"",""labels"":[""\""ADP\""""]},{""start"":63,""end"":67,""text"":""रोका"",""labels"":[""\""VERB\""""]}]",52.564,"Bharat Jodo Nyay Yatra: राहुल की न्याय यात्रा को असम police ने रोका","2025-01-24T08:46:28.890808Z"
20,"1","2025-01-24T08:47:34.310062Z",539,"[{""start"":0,""end"":7,""text"":""Ayodhya"",""labels"":[""\""PROPN\""""]},{""start"":8,""end"":11,""text"":""Ram"",""labels"":[""\""PROPN\""""]},{""start"":12,""end"":18,""text"":""Mandir"",""labels"":[""\""PROPN\""""]},{""start"":19,""end"":23,""text"":""Pran"",""labels"":[""\""PROPN\""""]},{""start"":24,""end"":34,""text"":""Pratishtha"",""labels"":[""\""PROPN\""""]},{""start"":34,""end"":35,""text"":"":"",""labels"":[""\""X\""""]},{""start"":36,""end"":41,""text"":""दैनिक"",""labels"":[""\""PROPN\""""]},{""start"":42,""end"":48,""text"":""भास्कर"",""labels"":[""\""PROPN\""""]},{""start"":49,""end"":51,""text"":""ऐप"",""labels"":[""\""NOUN\""""]},{""start"":52,""end"":54,""text"":""पर"",""labels"":[""\""ADP\""""]},{""start"":60,""end"":67,""text"":""अयोध्या"",""labels"":[""\""PROPN\""""]},{""start"":55,""end"":59,""text"":""करें"",""labels"":[""\""ADP\""""]},{""start"":71,""end"":74,""text"":""राम"",""labels"":[""\""PROPN\""""]},{""start"":75,""end"":80,""text"":""मंदिर"",""labels"":[""\""PROPN\""""]},{""start"":81,""end"":83,""text"":""का"",""labels"":[""\""ADP\""""]},{""start"":68,""end"":70,""text"":""के"",""labels"":[""\""ADP\""""]},{""start"":84,""end"":91,""text"":""वर्चुअल"",""labels"":[""\""NOUN\""""]},{""start"":92,""end"":95,""text"":""टूर"",""labels"":[""\""NOUN\""""]}]",65.241,"Ayodhya Ram Mandir Pran Pratishtha: दैनिक भास्कर ऐप पर करें अयोध्या के राम मंदिर का वर्चुअल टूर","2025-01-24T08:47:34.310084Z"
